,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
5636,,Morgan Hill State Forest,Wild Camping,"Morgan Hill State Forest.  Old site of a fire tower, now gone. Two campsites with picnic tables and fire rings.  About 4 miles off the main highway. The road turns to dirt after about a mile then gets progressively narrower as you get deeper into the forest. Although you could bring a trailer or motor home up here, I would not recommend it. ",42.767742999999996,-75.997913,"(42.767742999999996, -75.997913)","(-8460048.976511505, 5276686.515654771)",-8460048.976511505,5276686.515654771
5637,,Closed Big Lot´s parking lot ,Informal Campsite,"Closed Big Lot store parking lot. There's also a Walmart nearby. Plenty of space, quiet nobody bothered us all night.",41.635976,-83.481459,"(41.635976, -83.481459)","(-9293113.506559545, 5106605.428277687)",-9293113.506559545,5106605.428277687
5638,,Walmart,Wild Camping,Just another Walmart that works perfect for visiting Sandpoint. It's only about 3 miles north of Sandpoint. Park on the far side of the building with the other RV's. You won't be bothered.,48.307390999999996,-116.54138200000001,"(48.307390999999996, -116.54138200000001)","(-12973327.30058438, 6158146.953103717)",-12973327.30058438,6158146.953103717
5639,,side of dirt road,Wild Camping,"Nice little flat spot, secluded in the forest up a rough dirt road.  Parked on the side. Quiet and nice view.",39.566866,-120.748255,"(39.566866, -120.748255)","(-13441634.260776348, 4803198.620614448)",-13441634.260776348,4803198.620614448
5642,,Santiam Rest Area,Informal Campsite,Mediocre rest area.  Close to highway without sound barrier so noisy,44.740095000000004,-123.05413899999999,"(44.740095000000004, -123.05413899999999)","(-13698324.093484703, 5580697.147199252)",-13698324.093484703,5580697.147199252
5645,,Rest area I90,Informal Campsite,Rest area on interstate 90. Clean restrooms with vending machines. ,41.650641,-81.28935899999999,"(41.650641, -81.28935899999999)","(-9049090.050791608, 5108789.971318306)",-9049090.050791608,5108789.971318306
5650,,Loyal Order of Moose,Informal Campsite,"Loyal Order of Moose parking lot. We called and were granted permission for non-moose members. Just check inside when you arrive, park out back. ",42.484105,-79.354414,"(42.484105, -79.354414)","(-8833692.95867862, 5233774.14625781)",-8833692.95867862,5233774.14625781
5652,,"Ochoco Creek Park, Prineville",Wild Camping,"quite parking lot directly at the beautiful park with a creek. stayed one night, no problems. ",44.303822,-120.840799,"(44.303822, -120.840799)","(-13451936.21173232, 5512580.353457211)",-13451936.21173232,5512580.353457211
5653,,"huge, quiet pullout at us26",Wild Camping,stayed just overnight. plenty of space. little creek. even this is a pullout it was a very quiet night with almost no traffic. no cell coverage. open for solar. ,44.521283000000004,-119.712033,"(44.521283000000004, -119.712033)","(-13326282.555387562, 5546469.522555588)",-13326282.555387562,5546469.522555588
5654,,BLM land,Wild Camping,"Just go through gate in cattle fence and shut it behind you.  Camp anywhere if you are self contained.  Very quiet with good night sky.  It is free and no one will bother you.  I car camped close to the road behind a rise, but you can go a couple miles to the west toward a creek and cliffs if you want.",38.722,-110.49221999999999,"(38.722, -110.49221999999999)","(-12299937.667018358, 4681928.328385082)",-12299937.667018358,4681928.328385082
5656,,Spillway campground,Wild Camping,"free, 13 sites, May-Sep, All ages, Tents, 22 ft max RV length, 6169 ft elev, water, toilets, (C)

Really nice and quiet place closed to a lake
",46.126397999999995,-113.38338700000001,"(46.126397999999995, -113.38338700000001)","(-12621780.905256676, 5800627.776248804)",-12621780.905256676,5800627.776248804
5662,,middle of the forest,Wild Camping,"super quiet and secluded place surrounded by many trees. on the road you'll find a little exit (looks like forgot small route) the you move ahead 100 meters. and that's the place. if you're looking for peaceful, it's a right place",41.46836,-79.024889,"(41.46836, -79.024889)","(-8797010.403474966, 5081672.051247755)",-8797010.403474966,5081672.051247755
5663,,Near Mt Helens westside,Wild Camping,"A large place near the gravel road. No traffic, silence at night. We stood there one night without problems. At the beginning of the gravel road is a sign ""no camping"". ",46.379345,-122.60806000000001,"(46.379345, -122.60806000000001)","(-13648666.806351136, 5841349.31874741)",-13648666.806351136,5841349.31874741
5664,,Columbia River Salmon Catch,Wild Camping,"Nice recreation area at the Columbia River. At entrance a sign forbids camping, but on the sign is a tent. We stayed there with our camper one night. You can hear the HWY and the train from the other side of the river. ",45.628091,-121.97740300000001,"(45.628091, -121.97740300000001)","(-13578462.39024592, 5720949.535388542)",-13578462.39024592,5720949.535388542
5666,,Gas station,Informal Campsite,"MODERATOR NOTE: Place removed because camping is illegal here.  Signs posted and enforced 
",36.273739,-118.00309399999999,"(36.273739, -118.00309399999999)","(-13136044.336110793, 4338353.104423899)",-13136044.336110793,4338353.104423899
5667,,Sheridan Rest Area and Info,Informal Campsite,"Sheridan rest area and tourist information. Not too close from the road so pretty quiet. It also has a dump station. Toilets, picnic tables and bbq!",44.805812,-106.934927,"(44.805812, -106.934927)","(-11903941.621655881, 5591002.190673527)",-11903941.621655881,5591002.190673527
5669,,Walmart,Informal Campsite,"stayed 1night. there were no-signs, but no one bothered us. there were 2other RV, too. pretty quiet night. lots of fast food nearby. ",44.0256,-116.93806000000001,"(44.0256, -116.93806000000001)","(-13017485.293553274, 5469404.697335381)",-13017485.293553274,5469404.697335381
5670,,Wild Rest Area :),Informal Campsite,"on the 55 south, there is a rest area. it's a large place where trucks and cars have separate spaces (big rigs ok!). I really like that stop because there is few kind of private parking spot with picnic tables and trees. 
I stay one night before to continue my way to New Orleans. there was few trucks and just one other car. nobody bothers me and I even heard birds and bugs in the wood ! really peaceful. the highway noise is not so bad 
potable water, real toilets and map infos 
there isn't a lot of spot to stop around that highway and I hardly recommend this one :)",31.770853999999996,-90.43559,"(31.770853999999996, -90.43559)","(-10067243.828389263, 3733269.0961823664)",-10067243.828389263,3733269.0961823664
5671,,Forest Road camping,Wild Camping,Space for 2 vehicles with roof top tents or car camping,37.761321,-79.267736,"(37.761321, -79.267736)","(-8824044.007855639, 4545763.127921444)",-8824044.007855639,4545763.127921444
5672,,RT 826,Wild Camping,Spots along the side of this 4x4 trail to stop and camp.,37.842989,-79.116873,"(37.842989, -79.116873)","(-8807250.015516095, 4557269.107098123)",-8807250.015516095,4557269.107098123
5674,,Wychus Creek,Wild Camping,"Great free camping area just outside of sisters, Can be busy at times.There are no facilities so make sure to pack in/pack out. Water from the creek is cold and refreshing. Nice and quite with just the sound of the creek at night. Just after the s-turn you will find two dirt roads that lead into the forest. Should be able to get bigger rigs in here. Motorhomes or trailers might be a challenge.",44.24484,-121.55108999999999,"(44.24484, -121.55108999999999)","(-13531005.444167364, 5503410.247199471)",-13531005.444167364,5503410.247199471
5675,,FS Rd 357,Wild Camping,Free camp spots just off the road. Primarily seems to be used by ATV and dirt biking enthusiasts. no restrooms or trash facilities. That being said this is one of the cleanest campsites I've been to. No toilet paper or bullet casings to be seen. Leave no Trace in action!,39.01828,-105.18099,"(39.01828, -105.18099)","(-11708694.247932399, 4724290.364083814)",-11708694.247932399,4724290.364083814
5680,,huge quiet pullout,Wild Camping,lots of space. good tmobile coverage. quiet place,43.343961,-113.860307,"(43.343961, -113.860307)","(-12674871.396805802, 5364473.627425835)",-12674871.396805802,5364473.627425835
5682,,Clorlinda Creek,Wild Camping,"3 dispersed camp spots in the Flathead National Forest. Lakefront on the hungry horse reservoir with stone fire rings, no other amenities. 16 day limit. 5mb/s Verizon with directional antenna.",48.227532000000004,-113.78045,"(48.227532000000004, -113.78045)","(-12665981.756229524, 6144791.87345363)",-12665981.756229524,6144791.87345363
5683,,Walmart,Informal Campsite,"Traditional Walmart, quiet and very secure. Police Patrol at the night. Many stores near: laundromat, Burger King, markets. No RV trucks overnight. 

Muy seguro, tranquilo, no hay camiones en la noche. 
Hay policía durante toda la noche en el parking. Muchos negocios de todo tipo cerca: lavandería, comida, otros supermercados. ",40.386851,-79.823123,"(40.386851, -79.823123)","(-8885869.405888842, 4922318.691672363)",-8885869.405888842,4922318.691672363
5684,,Des Moines River Rest Area,Informal Campsite,Rest Area next to the highway. Not too noisy but trucks coming in during the night. Clean restrooms and picnic tables. Potable water.,43.639814,-95.022001,"(43.639814, -95.022001)","(-10577800.765477933, 5409870.714534436)",-10577800.765477933,5409870.714534436
5685,,next to the lake,Informal Campsite,this is a area you can drive with your car on the beach and park next to the water... beautiful swimming and relaxing in the sun. nice for the day or two,38.167885999999996,-119.32551399999998,"(38.167885999999996, -119.32551399999998)","(-13283255.457125634, 4603169.696777878)",-13283255.457125634,4603169.696777878
5687,,Secluded forest spot,Wild Camping,"ADMIN NOTE: No overnight camping allowed, please respect the wishes of the locals. ",41.253409999999995,-123.98613,"(41.253409999999995, -123.98613)","(-13802072.857028622, 5049791.74187424)",-13802072.857028622,5049791.74187424
5688,,Straw Family Farm,Informal Campsite,"Straw Family Farm provides free wild camping for riders and drivers of the Trans America Trail. Sheep, dogs, cats, burrows, horses. ",36.8293,-95.6405,"(36.8293, -95.6405)","(-10646651.759214083, 4415340.042230214)",-10646651.759214083,4415340.042230214
5692,,Aspen Overlook,Wild Camping,"The most level spot we could find in the clearing, which had an amazing sunrise view over the valley. Trail in had rocks of all sizes and 4WD is recommended, as is higher clearance on your vehicle. Tucked up against the tree line and had a great fire pit. It did get quite chilly at night being 9300ft up. Bring warm gear to camp in. Wind does pick up so make sure you have tent steaks and heavy items for chairs to stay down if you get up. (Also, this is open range so cattle could greet you in the morning. We didn’t have any visitors, but there is cow poop scattered all over the clearing. It was dry and we moved a few piles with sticks. No big deal.)",38.066161,-111.331558,"(38.066161, -111.331558)","(-12393372.345781801, 4588776.363844827)",-12393372.345781801,4588776.363844827
5698,,Steven's Pass Nordic Center ,Wild Camping,This is a huge gravel parking lot just south of the eastbound lanes of Route 2. There's a nice creek if you pull in towards the building. ,47.772012,-121.0126,"(47.772012, -121.0126)","(-13471061.011570098, 6069009.219274758)",-13471061.011570098,6069009.219274758
5702,,Lake Mills rest area 13,Informal Campsite,"ADMIN NOTE: Place deleted because it does not meet iOverlander criteria 

Rest area, not far away from Milwaukee. Clean restrooms, picnic tables.",43.085963,-88.875491,"(43.085963, -88.875491)","(-9893574.402122168, 5325065.45868983)",-9893574.402122168,5325065.45868983
5704,,Eagle BLM tuck-in,Wild Camping,"MODERATOR NOTE: Place removed because camping is illegal here. 
Gate is closed & says no trespassing ",39.6561,-106.79816000000001,"(39.6561, -106.79816000000001)","(-11888716.788858559, 4816092.796470799)",-11888716.788858559,4816092.796470799
5705,,canyon view park,Informal Campsite,local park just off the highway. no 'no parking' or 'no overnight camping' signs. lots of space for big rigs. ,39.112788,-108.606999,"(39.112788, -108.606999)","(-12090075.825265571, 4737840.386865501)",-12090075.825265571,4737840.386865501
5707,,Rest Area,Informal Campsite,"Rest area on the 65 north (another one just in front from 65 south). 
big and securitized place. a lot of space even for big rigs. 
restrooms open all night, picnic tables, snack and drinks machines. 
stayed for one night, no problem. 
just the noise of the trucks stopped here too...",31.882655,-86.608369,"(31.882655, -86.608369)","(-9641199.53551594, 3747917.109628246)",-9641199.53551594,3747917.109628246
5708,,Off roadies hangout ,Wild Camping,Just off the road.. open area 4x4 is a must to get down to the secluded spot.. regular vehicle access at the top along side the road,46.067861,-122.19963200000001,"(46.067861, -122.19963200000001)","(-13603200.809365418, 5791230.669923601)",-13603200.809365418,5791230.669923601
5709,,Kalama turn out ,Wild Camping,"Good enough for one night, quiet. ",46.079542,-122.307971,"(46.079542, -122.307971)","(-13615261.05167847, 5793105.056675566)",-13615261.05167847,5793105.056675566
5713,,NF dispersed camping,Wild Camping,"Lots of pulloffs on this section of road into the National Forest, 4wd not needed, good for tents or vehicles.  Can hear the road but easy to find a private site.  Plenty of firewood.  Put your fires out cold!  Good Sprint signal.",34.506824,-111.47750800000001,"(34.506824, -111.47750800000001)","(-12409619.425463082, 4097060.8353251116)",-12409619.425463082,4097060.8353251116
5719,,historic marker,Wild Camping,dusty spot tucked away next to the road - historic marker sign.  we parked one car and pitched 4 tents. made camp after dark and left early morning. no 'no camping' signs. lots of traffic on road (labor day weekend) but didn't get moved on. not easy finding free spots in TX ,30.45413,-99.80595500000001,"(30.45413, -99.80595500000001)","(-11110348.088736378, 3562058.607745952)",-11110348.088736378,3562058.607745952
5721,,Soap Creek Horse Corral CG,Informal Campsite,"Numerous beautiful shaded sites on soap creek with fire rings. plenty of amazing hikes all around.  horse corral area is free, campground further upstream costs $$ but has potable water (5 min walk from horse corral)",38.54314,-107.31424299999999,"(38.54314, -107.31424299999999)","(-11946166.885625621, 4656439.981227561)",-11946166.885625621,4656439.981227561
5722,,Colorado River Rimming near Hite,Wild Camping,Pull off road on eastern side of bridge to the left if travelling east. Hide car behind the rock wall. We camped a level down from road outside of view. rock fire pit  no shade but amaaazing views. can scramble down to the river a little upstream from bridge. some bridge/road noise but not all night and not heavy. make sure to stop at Hite overlook on west side of bridge for another epic view. ,37.889462,-110.364829,"(37.889462, -110.364829)","(-12285756.565766713, 4563822.247722653)",-12285756.565766713,4563822.247722653
5724,,Walmart Supercenter ,Informal Campsite,Walmart Supercenter parking lot. Park near the shipping containers. Was pretty quiet for Walmart. ,42.982032000000004,-78.69485300000001,"(42.982032000000004, -78.69485300000001)","(-8760270.964011518, 5309237.333903554)",-8760270.964011518,5309237.333903554
5726,,Hiking parking lot,Informal Campsite,"In the top pf the santa monica mountains there is a dirt parking lot , acces by pavement road. Not the best, but quiet and beatiful view. We stay one night. No cars pass",34.11418,-118.918222,"(34.11418, -118.918222)","(-13237915.919081463, 4044143.9340183595)",-13237915.919081463,4044143.9340183595
5727,,parking lot in the middle of nowhere,Wild Camping,big flat spot by a big field.  quiet.  nothing special. ,38.234037,-121.170654,"(38.234037, -121.170654)","(-13488655.502367938, 4612540.351743287)",-13488655.502367938,4612540.351743287
5729,,Battle Creek Rest Area,Informal Campsite,"Dirtiest rest area I’ve been to. There aren’t many rest areas going east, so it also gets pretty busy. Lots of noisy trucks. Dirty restrooms, picnic tables and vending machines.",42.263326,-85.219208,"(42.263326, -85.219208)","(-9486558.840366066, 5200506.382240381)",-9486558.840366066,5200506.382240381
5730,,Creek side off Rt 40,Wild Camping,"A small dirt turnout tucked slightly off the road, creekside. No signs. Stone fire ring made down by the water. Traffic noise evening and morning but quiet road most of night.
Good spot to stop for a night since place further up road now says no camping. Not the most level place but works.
Flat tent spot down by fire ring. ",39.772194,-105.76224599999999,"(39.772194, -105.76224599999999)","(-11773399.369872933, 4832893.144577799)",-11773399.369872933,4832893.144577799
5731,,Le Jardin des Glaciers,Wild Camping,"Parking area for a tourist attraction.
We stayed here during the off season which started on August 25 in 2018. Not sure if camping is officially allowed but no sign prohibiting it. 
Great water view.",49.239239000000005,-68.141725,"(49.239239000000005, -68.141725)","(-7585502.128775279, 6315553.17251964)",-7585502.128775279,6315553.17251964
5733,,My Ripinsky trail head,Wild Camping,End of road. Large area for turnaround at trail head. No facilities. Fine for small vehicles or campervans. No RVs or trailers.,59.25098199999999,-135.438197,"(59.25098199999999, -135.438197)","(-15076911.12399907, 8234832.606353581)",-15076911.12399907,8234832.606353581
5736,,Bass Pro Shops,Informal Campsite,"ADMIN NOTE: No overnight camping allowed, please respect the wishes of the locals. 
Bass Pro Shop Auburn store. Parking lot is very large and safe. Was surprisingly quiet. ",42.929512,-76.60852299999999,"(42.929512, -76.60852299999999)","(-8528021.770784786, 5301249.001475465)",-8528021.770784786,5301249.001475465
5738,,mcbride regional park,Wild Camping,a city park. few parking spots on the grass there are two RV and our van,53.305068999999996,-120.13848999999999,"(53.305068999999996, -120.13848999999999)","(-13373755.531472787, 7039628.001280212)",-13373755.531472787,7039628.001280212
5739,,Haines rest area,Informal Campsite,Rest area on North side of town with views of the inlet. Pit toilets. Two tables and fire pits. Several small campers stayed here. We stayed three nights. Convenient to see the town and the bears! No RVs or Big Rigs.,59.272364,-135.441076,"(59.272364, -135.441076)","(-15077231.612813067, 8239489.522185751)",-15077231.612813067,8239489.522185751
5740,,Sunrise Park,Informal Campsite,"Sunrise Park in Holly Hill FL, between Ormond and Daytona right on the Halifax River. Park open 24hrs. Public restroom one block north. There are 2 parks. The one with the boat launch is good for overnight. Overnight in the North lot, South Lot has water hookup! ",29.247645000000002,-81.036582,"(29.247645000000002, -81.036582)","(-9020951.043867357, 3407203.6113236365)",-9020951.043867357,3407203.6113236365
5743,,Baby beach ,Wild Camping,Sweet quiet amazing hidden jem of a parking area right on the ocean with no signs saying no camping or overnight parking. Absolutely heavenly sleep spot for the vanlife. Bathroom shower facilities etc available during daytime hours a walk down the beach at the city park. Treat with care!,21.879667,-159.47175,"(21.879667, -159.47175)","(-17752314.005912222, 2497083.9371371684)",-17752314.005912222,2497083.9371371684
5744,,Walmart Frederick ,Informal Campsite,"Very good Walmart, a lot of store around. Police at night, Starbucks with WiFi near. 

Clean bathrooms and fresh drinking water fountains. Also, WiFi from Walmart near the store. Quiet at night. ",39.448865000000005,-77.388559,"(39.448865000000005, -77.388559)","(-8614854.981105208, 4786173.108743137)",-8614854.981105208,4786173.108743137
5745,,TV Tower Rd - Los Padres National Forest,Wild Camping,Los Padres National Forest.  BLM.  Great views.  Single lane dirt road.  Anything with a trailer or bigger than a van not recommended.  Boondocking and tents.  Point marked is one of the few spots that are able to hang a hammock.  Road is about 7mi long to its end.  Point marked is about 3mi from 101.  Decent Verizon LTE signal at camp spot and any stopping points to take pictures.,35.36736,-120.67313,"(35.36736, -120.67313)","(-13433271.384030506, 4213916.644799593)",-13433271.384030506,4213916.644799593
5747,,Walmart North East,Informal Campsite,"Regular Walmart, very clean, quiet at night. Many stores around. Some RV at night. 
You can enjoy and fishing on North East State Park but no overnight. 

Walmart limpio, seguro y tranquilo. Varias RV a la noche. Al rededor del parking hay muchos negocios. 
El Parque se la ciudad es muy lindo, se puede pescar y pasar el día, pero no está permitido dormir. ",39.610446,-75.949221,"(39.610446, -75.949221)","(-8454628.6078658, 4809493.787314121)",-8454628.6078658,4809493.787314121
5748,,Cuerno Verde-Colorado City Rest Area,Informal Campsite,"Rest area on the outskirts of Colorado City.
Next to highway and close to gas station and one bar",37.963837,-104.796114,"(37.963837, -104.796114)","(-11665850.047593849, 4574318.452647953)",-11665850.047593849,4574318.452647953
5750,,Turning Stone Resort Casino,Informal Campsite,Turning Stone Resort Casino overflow parking lot. Lots of room for large RVs. Quite and safe. ,43.126560999999995,-75.58359,"(43.126560999999995, -75.58359)","(-8413926.751127565, 5331255.604879101)",-8413926.751127565,5331255.604879101
5754,,Nino’s truck plaza,Informal Campsite,Great place to park for the night. Behind the gas station/casino. ,30.451477,-91.247165,"(30.451477, -91.247165)","(-10157587.944129813, 3561716.0154882013)",-10157587.944129813,3561716.0154882013
5757,,Knolls BLM ,Wild Camping,Good place on desert. Beautiful view. Quiet. Gravel road but easy for all vehicles.,40.71485,-113.28446000000001,"(40.71485, -113.28446000000001)","(-12610768.40199097, 4970372.650237915)",-12610768.40199097,4970372.650237915
5758,,Cromwell dixon campground,Wild Camping,"15 sites, max trailer length 15'. nice sites with great views. hiking near by.  with a national park pass it's $5.00 a night.
",46.55546,-112.31714,"(46.55546, -112.31714)","(-12503086.832156818, 5869813.302289064)",-12503086.832156818,5869813.302289064
5762,,Walmart,Informal Campsite,huge parking lot. parked south of the building. maybe the quietest Walmart we ever parked overnight. ,42.90806,-112.46346299999999,"(42.90806, -112.46346299999999)","(-12519375.434008162, 5297988.095255973)",-12519375.434008162,5297988.095255973
5764,,large parking by park,Wild Camping,"Large parking next to a playground, baseball field., tennis .... 
BBQ area, picnic area under roof, Quiet. No direct view of houses.
No no camping signs! ",40.617307000000004,-111.805347,"(40.617307000000004, -111.805347)","(-12446114.296005256, 4956057.35673039)",-12446114.296005256,4956057.35673039
5768,,Elks Lodge ,Informal Campsite,If your an Elk Member they have parking available.  Donation ,43.147397999999995,-87.98106800000001,"(43.147397999999995, -87.98106800000001)","(-9794007.689208377, 5334434.304479853)",-9794007.689208377,5334434.304479853
5769,,Mount Pilchuck View,Wild Camping,"Overlooking the mountain loop hwy. Lots of trash, epic views!",48.128769,-121.78493799999998,"(48.128769, -121.78493799999998)","(-13557037.284450391, 6128304.206702253)",-13557037.284450391,6128304.206702253
5771,,Three Fingers View,Wild Camping,Spur off of FR41 near Mt. Pilchuck. Heavily trafficked in the weekends and holidays. There is a stream about 2 miles back towards main highway.,48.128979,-121.786705,"(48.128979, -121.786705)","(-13557233.985990625, 6128339.230800952)",-13557233.985990625,6128339.230800952
5772,,Alaska - HWY 11,Wild Camping,"South of Deadhorse roughly 6 miles on the right side of the road. Large gravel pad along the river, looks large enough for a class c rv to turn around in. Very loud as it is right next to the highway.",70.10714499999999,-148.506355,"(70.10714499999999, -148.506355)","(-16531651.818165118, 11103678.745551296)",-16531651.818165118,11103678.745551296
5775,,Liberty Lake Equestrian Trailhead,Informal Campsite,Nice big dirt parking lot on a quiet road. We stayed two days and only saw a few people. No signs that prohibit overnight parking or camping. Trash can and porta potty available. Excellent Verizon 4G.,47.635452,-117.05526499999999,"(47.635452, -117.05526499999999)","(-13030532.494471697, 6046419.906367183)",-13030532.494471697,6046419.906367183
5776,,Mary Minerva McCroskey State Park,Wild Camping,"Several places to camp along Skyline drive. This was our favorite because of the great view! Potable water spigot right up the road, around the corner from here! Only saw a couple people on a Friday. 1 to 2 bars of Verizon 4G.",47.06286,-116.94351499999999,"(47.06286, -116.94351499999999)","(-13018092.541375548, 5952340.466869532)",-13018092.541375548,5952340.466869532
5779,,Otter Creek Fishing Access,Informal Campsite,"Fish and Wildlife free camping area. On the Yellowstone River. 5 formal sites, extra tenting and a boat ramp. Big rigs could get in with some care. One pit latrine shared with day users. Lovely site.",45.854704999999996,-109.91668500000002,"(45.854704999999996, -109.91668500000002)","(-12235869.403884653, 5757096.087501164)",-12235869.403884653,5757096.087501164
5780,,middle of nothing ,Wild Camping,"Clearing next to dirt road. Easy access with any vehicle. 
Quiet
Next to atv road.
We had a quiet night. Don't hesitate to take the trail that goes up the hill, you'll have a nice view.
",38.328363,-112.196692,"(38.328363, -112.196692)","(-12489678.622129751, 4625916.907935972)",-12489678.622129751,4625916.907935972
5781,,Upper Michigan Road,Wild Camping,"Off road camping in Vermont, some spots off a creek. Pets ok, a little bumpy/rocky in some areas. Fire pits established in some of the spots. ",43.78859,-72.88159499999999,"(43.78859, -72.88159499999999)","(-8113142.043601592, 5432784.074070577)",-8113142.043601592,5432784.074070577
5782,,rock creek,Wild Camping,great boondock site on forest service road 421 right next to rock creek. many sites along the road with fire rings and trails to creek. accessible from forest service road 2412 off the beartooth highway.,45.032322,-109.43305600000001,"(45.032322, -109.43305600000001)","(-12182032.069871793, 5626611.35964653)",-12182032.069871793,5626611.35964653
5783,,Afton Road,Wild Camping,Big open space off [westside] and away from the freeway. We have used this spot to boondock twice mainly to avoid the busy and brightly lit rest area and its many people on our way to Vegas and beyond. Excellent cell service metro PC's and Verizon.,35.07288,-116.414929,"(35.07288, -116.414929)","(-12959250.617015097, 4173789.6608453807)",-12959250.617015097,4173789.6608453807
5784,,Quiet pullout,Wild Camping,"Pullout on gravel road with almost no traffic. We didn’t make it all the way to the beach - 4x4 needed to cross the section that was under water. Parked in this pullout instead. Nice, quiet spot surrounded by nature. Space for 1-2 cars. There are more pullouts along the road.  ",43.751051000000004,-124.14866,"(43.751051000000004, -124.14866)","(-13820165.613867251, 5426997.23065259)",-13820165.613867251,5426997.23065259
5785,,RV Friendly Area (see comments),Wild Camping,"This area is more RV friendly than the adjacent areas.

Small to medium sized camper trailers should be no problem.  Probably would accommodate larger units with care if not crowded.

Verizon LATE available.",39.100859,-106.36801399999999,"(39.100859, -106.36801399999999)","(-11840833.155171793, 4736129.073285222)",-11840833.155171793,4736129.073285222
5786,,Walmart,Informal Campsite,"Lots of RVs here, very quiet but closes at 10",40.408478,-120.63673100000001,"(40.408478, -120.63673100000001)","(-13429219.46588512, 4925479.955030839)",-13429219.46588512,4925479.955030839
5787,,"Rosebud, fishing access",Informal Campsite,Free campsite around à small fishing lake.,46.278881,-106.475844,"(46.278881, -106.475844)","(-11852836.735864032, 5825153.281885388)",-11852836.735864032,5825153.281885388
5791,,River front park 48 hr free,Informal Campsite,"a bit away from the road. 
city park allow 48 hours but NO PETs in the park itself. ( there some pet area in the near by parking lot) ",46.229104,-116.01881399999999,"(46.229104, -116.01881399999999)","(-12915155.29691952, 5817139.616502556)",-12915155.29691952,5817139.616502556
5793,,Walmart Supercenter,Informal Campsite,Walmart Supercenter with a Home Depot next door. Large quite parking lot. ,44.922726000000004,-74.879638,"(44.922726000000004, -74.879638)","(-8335563.172944658, 5609364.468881935)",-8335563.172944658,5609364.468881935
5796,,Bluepoint Bay,Wild Camping,"This site is not on the water, but has a great view of the lake. The sunset gives a great evening light cast on the mountains in the east. There is very little noise pollution, some boats during the day, and an occasional plane. We hiked down to the water, and found very interesting terrain. Fire rings and fairly flat camp spot. ",36.363675,-114.40427199999999,"(36.363675, -114.40427199999999)","(-12735425.303615164, 4350778.570007415)",-12735425.303615164,4350778.570007415
5797,,Rest Area (Georgia Rt 89 South Bound),Informal Campsite,"Rest Area (Georgia Rt 89 South Bound)
Six parking spaces for RV. ",44.755823,-73.078659,"(44.755823, -73.078659)","(-8135079.107735278, 5583162.378397079)",-8135079.107735278,5583162.378397079
5798,,Martin Covered Bridge Park ,Wild Camping,Martin Covered Bridge Parking lot. Just big enough for three campers. We have a  35 foot class A with a 20 foot tow vehicle. Near the  road but got quieter after dark. ,44.288653000000004,-72.406998,"(44.288653000000004, -72.406998)","(-8060310.147229577, 5510221.104731075)",-8060310.147229577,5510221.104731075
5800,,walmart,Wild Camping,It's a Walmart. You know the deal. One RV here with me.,41.476409999999994,-72.81249,"(41.476409999999994, -72.81249)","(-8105449.310190324, 5082868.036572926)",-8105449.310190324,5082868.036572926
5801,,Big Stop,Informal Campsite,Irving 24 Truck Stop in a good place to stop. Saw another camper there a well. Clean and quiet for a night.,45.871185,-64.280118,"(45.871185, -64.280118)","(-7155630.003891539, 5759730.501046123)",-7155630.003891539,5759730.501046123
5803,,Dock parking,Wild Camping,"Posted 72hr and 10 day parking areas in a lot by the city dock. We spent a night here after arriving late on a ferry. There is a flush bathroom, not sure if it is open 24/7. There is a boat dump that I'm sure could be used. Large trash containers available.

",56.456922999999996,-132.381865,"(56.456922999999996, -132.381865)","(-14736681.802063884, 7649919.075792754)",-14736681.802063884,7649919.075792754
5804,,Walmart Folly Road,Informal Campsite,"Nice place for overnight, very quiet, trees for shadow.",32.72186,-79.96944,"(32.72186, -79.96944)","(-8902157.339823244, 3858443.457042034)",-8902157.339823244,3858443.457042034
5805,,Big Howe Park,Wild Camping,"Street parking on the west side of the park, under very large trees. Stayed there off and on more than 10 days total. Nearly every night we've seen at least one other camper (all passenger vehicles, vans, etc. no RVs). Portapotty is on the south side of the park. 

This place is quiet and Queen Anne is an amazing neighborhood for exploring urban Seattle. ",47.635339,-122.36096,"(47.635339, -122.36096)","(-13621159.760176115, 6046401.238746913)",-13621159.760176115,6046401.238746913
5806,,Rest Area I40 West,Informal Campsite,"Rest area, overnight is allowed. A little noisy.",35.43838,-78.53284000000001,"(35.43838, -78.53284000000001)","(-8742235.759349627, 4223615.973847005)",-8742235.759349627,4223615.973847005
5807,,chase county fishing lake,Wild Camping,"109 acres lake, lots of good fishing ,. boondock camping. next to lake. can get dump and water in town at town park. lots of other sightseeing to do.",38.366238,-96.591952,"(38.366238, -96.591952)","(-10752566.911368323, 4631292.933731811)",-10752566.911368323,4631292.933731811
5808,,Flaming Gorge,Wild Camping,This site is quiet and next a small but beautiful running water creek!,40.847094,-109.69514199999999,"(40.847094, -109.69514199999999)","(-12211207.349935837, 4989814.157458791)",-12211207.349935837,4989814.157458791
